id,streaming_reference,Titulo,synopsis_es,Topico,clusters_jer,clusters_km,plays
914988561,/video/80361702,El descanso,"Un absurdo choque en la ruta provoca el encuentro entre Freddy Fassano y El Descanso, antiguo hotel de termas de los años ’30, totalmente en ruinas. Seducido por la idea de recuperar la buena vida de épocas anteriores, Freddy encabeza el extravagante proyecto de reabrir el hotel, reuniendo a un heterogéneo grupo de colaboradores. Pero todo sucumbe ante la aparición del Doctor McDonell, notable abogado de la zona que, alertado por la presencia de extraños en el lugar, desata una imprevisible batalla cuyo desenlace revelará la misteriosa historia del hotel.",39,21,21,229285.0
914988562,/video/81331693,Metrópolis refundada,"En junio de 2008 la arqueología cinematográfica era noticia en todo el mundo: las escenas de Metrópolis (Fritz Lang, 1927) perdidas por más de ocho décadas habían reaparecido en Buenos Aires. Metrópolis Refundada recorre el azaroso camino de la copia íntegra que llega a Argentina en 1928 y los avatares de su supervivencia hasta su descubrimiento en el Museo del Cine Pablo Ducrós Hicken de la ciudad de Buenos Aires.",8,16,5,2250.0
914988563,/video/84271444,Arrieros,"A lo largo de los años arriaron sus animales por la montaña. Pero esa costumbre debió adaptarse a las propuestas económicas del presente. Su mundo es extremadamente simple para la mirada vertiginosa de la ciudad. Trabajan día a día para generar un plato de comida y de ninguna manera contemplan otro lugar para vivir que no sea su montaña. Ahí nacieron, ahí van a morir. Tan solo dos horas de auto los une con Santiago de Chile. Tan cerca, tan lejos.",9,2,27,24482.0
914988564,/video/84915827,Soy Huao,"Los huaroni son un pueblo legendario. Hasta hace 50 años la tribu se conservó libre de toda invasión a fuerza de una temeridad que mantuvo en jaque a pueblos mucho más numerosos, hacendados, militares, misioneros, al mismo gobierno nacional y las todopoderosas empresas petroleras. Ellos se presentan a sí mismos con el nombre Huao que significa persona.

“Soy Huao” es una película que se instala en la familia de Toca para mirar desde ellos y a través de la contemplación de una cámara -que logra volverse invisible-, un mundo organizado por sus propios valores y reglas que lejos de toda idea de consumo y bienestar urbano, se mueve con costumbres bien distintas en medio de la naturaleza y la supervivencia frente a una vegetación cargada con un denso bosque, la humedad tropical del clima, y la variedad de especies de animales pequeños. Una avioneta que los visita cada tanto, conecta a la comunidad Huao con el mundo. ¿Cuánto tiempo puede una comunidad que ha luchado tanto por conservar su libertad, resistir a la influencia del mundo tal y como lo conocemos? ",36,1,12,9121.0
914988565,/video/80343351,La pasarela,"Clorinda, vecina a Asunción, en Paraguay, es pequeña y está plagada de comercios, puestos y depósitos. La ciudad confluye hacia la Pasarela ""La Fraternidad"", cuarenta metros de puente de madera, que cruza un arroyo-límite inexistente. Hay familias enteras de paseros, una suerte de casta o herencia de pesada carga. Se agrupan para una larga espera, toman mate, juegan naipes, bromean. Se mezclan los idiomas, las risas, la radio y el silencio. Se conocen desde siempre, es que desde niños ya vienen pasando. Día a día ocupados, desocupados permanentes.",34,14,11,941.0
914988566,/video/80952699,Implantación,"Alguien encuentra lo que parecen ser los restos de una pequeña estructura habitable en otro tiempo, pacífica e imponente. Allí comenzará a narrar una historia en forma de quirúgico relato de viaje. Documental apócrifo -con un fuerte anclaje real-  que indaga la creación del barrio Piedrabuena, zona sur de Buenos Aires, en clave de ciencia ficción distópica. Singular exploración del vivir en un barrio de monoblocks, otrora pieza de la arquitectura argentina vanguardista de los 70's.",23,29,29,1397.0
914988568,/video/80361701,Los de Saladillo,"En 2001, durante la gran crisis argentina, cuando la población desesperada y deprimida imagina que el país, como la Atlántida, va a desaparecer bajo las aguas, dos jóvenes  de Saladillo no paran de hacer films en video utilizando como intérpretes a los propios habitantes de la ciudad pampeana.  Los films, escritos, filmados y terminados en muy poco tiempo, son difundidos por la televisión local batiendo récords de audiencia. La película sigue la actividad de los tenaces y entusiastas Fabio Junco y Julio Midú y su relación con los vecinos que, además de ser actores, les brindan todas las facilidades para que puedan hacer sus películas. Es el principio de lo que se conocerá luego como ""cine con vecinos"", que consideran esta implicación como una suerte de terapia y escape de un cotidiano particularmente adverso.",11,19,1,2781.0
914988569,/video/80361703,Final con foto,"En los pequeños pueblos de la pampa argentina las cuadreras, carreras de caballos sobre cortas distancias, siguen siendo una pasión. En Saladillo, provincia de Buenos Aires, Pablo, fotógrafo del diario local, licenciado por compresión de personal, sabe que a 57 años no va a ser fácil encontrar un trabajo. Su supervivencia y la de su familia dependen ahora de que la lluvia no provoque la anulación de una cuadrera, ya que con un ingenioso sistema de photo-finish artesanal, es el responsable del veredicto inapelable de una llegada, lo que evita discusiones y conflictos.",30,23,36,297.0
914988570,/video/76602617,"Gombrowicz, la Argentina y yo","En 1939, el escritor polaco Witold Gombrowicz llega a Buenos Aires para una estadía de dos semanas. En Europa, estalla la Segunda Guerra Mundial y el escritor decide quedarse en la Argentina, de la que solo se irá 24 años después. Leyendo su Diario de la Argentina, yo, un argentino que vivía en Francia desde hacía 24 años, me sorprendí viendo el cariño con el que hablaba de la Argentina. La película habla de mi retorno a Buenos Aires tratando de entender por que este exiliado polaco se puso a hablar de mi país como si fuese su patria.",28,18,33,728.0
914988571,/video/83493799,Volvoreta,"Volvoreta es una potranca de carrera de 3 años entrenada por un argentino instalado en Francia desde hace más de 30 años. Carlos Lerner, nacido en Tucumán y criado en Monigotes, provincia de Santa Fé, se hizo un lugar en el elitista turf francés con determinación y trabajo. Cuando un propietario español le confía Volvoreta para correr en Francia, Carlos no sabe todavía que la potranca es una competidora fuera de lo común. Debuta ganando, y después de tres carreras sigue invicta. Esto le abre la puerta para correr el Prix de Diane, prestigioso Grupo 1 que le permitiría a Carlos, en caso de victoria, consagrarse como un entrenador de primera línea. La película sigue de cerca el entrenamiento de la potranca durante las dos semanas que preceden la gran carrera y la tensión de los que se ocupan de ella. [*La digitalización de esta película fue posible gracias al apoyo de EDA, Asociación Argentina de Editores Audiovisuales]",19,26,4,239.0
914988572,/video/85604292,Alabanza a la papa,"¿Qué tienen en común Eva Perón, Víctor Grippo, un turista norteamericano y el poeta catamarqueño Arturo Basanta? Que todos ellos pasaron alguna vez por el valle de Traslasierra y también fueron víctimas del tubérculo que tiene obsesionados a los habitantes de Villa Dolores: el solanum tuberosum, más conocido como la papa.",12,13,34,3172.0
914988573,/video/85612640,Teclópolis,"Había una vez: revistas se agitan al viento, una cámara Super 8 se arrastra sobre una mesa mientras una vieja frazada va y viene. De repente, un ratón. Luego, una civilización corriendo hacia su destino inevitable. La contaminación plástica ha llegado a tal punto que ni las más lejanas playas están a salvo.",37,7,25,445.0
914988574,/video/85612641,Chapadmalal,"Durante once días y con un pequeño grupo de colaboradores, Alejandro Montiel registró las vacaciones de un grupo de jubilados al Complejo Turístico Chapadmalal, un antiguo balneario de Argentina. Chapadmalal es un microcosmos de relatos de vida de ancianos de todos los rincones del país. La película pone el acento sobre la experiencia y el amor desde la perspectiva de ágiles octagenarios. Con sensibilidad y frescura, Chapadmalal crea un espacio para escuchar a los sabios de la tribu. Chapadmalal es una localidad de la provincia de Buenos Aires, Argentina. Fundada en 1887 y cuenta con una población menor a los 2000 habitantes. De acuerdo con Alejandro Montiel, Chapadmalal es mucho más; un territorio abstracto y enigmático, en cuyos confines todavía es posible aprender algo a través del cada vez más olvidado arte de la conversación. Montiel lo aprehende de una manera tan simple que parece fácil: una cámara suelta en medio del Complejo Turístico Chapadmalal, varias preguntas y un grupo de jubilados del PAMI que reflexionan sobre la vida, el amor, el trabajo y el paso del tiempo. El resultado es Chapadmalal, una nueva localidad, paralela, en donde la experiencia personal se vuelve más precisa y valiosa que el discurso oficial (de la Historia, de la tercera edad), en donde lo viejo supera a lo nuevo y el pasado sirve de faro al futuro.
",13,6,14,7912.0
914988575,/video/83501536,Secundario,Un profesor intenta ayudar a una alumna para que no abandone la escuela. Esto lo lleva a recibir acusaciones que lo meten en problemas.,21,36,0,2322.0
914988576,/video/83987298,El turno nocturno,"Diego es un joven cuya vida se ha estancado en la misma rutina de siempre, trabajando en una estación de GNC. Cuando le toca atender su primer turno nocturno, una cantidad de situaciones y personajes aparecerán de la oscuridad para abrirle los ojos y hacerle ver que ese no es el lugar al que pertenece.",11,19,1,50686.0
914988577,/video/85612639,2 Metros,"Un perro, un caracol y una pelota. Cortometraje Stop Motion con objetos 2D. ",7,34,26,792.0
914988578,/video/86951101,Papá,"""Papá"" es un documental en primera persona que utiliza múltiples registros familiares.  Estos registros acompañan las sensaciones y los descubrimientos del realizador, a través de entrevistas al entorno que acompañó los últimos años de vida de su padre Carlos, con quien no recuerda haber vivido y que fue diagnosticado de esquizofrenia paranoide a meses del nacimiento de su hermano mayor.",11,19,1,1289.0
914988579,/video/88952984,"Liniers, el trazo simple de las cosas","Esta es una película sobre Liniers, uno de los más jóvenes y talentosos dibujantes de historietas argentino. Es un documental sobre la dificultad de la hoja en blanco, los encuentros y los periplos. Pero por sobre todas las cosas, es una película sobre la manera en que un artista enfrenta día a día la creación.",19,26,4,9719.0
914988580,/video/90284582,Antena,"Retrato de un pasado en el jardín de casa. Al final, la vuelta y el olvido.",14,38,30,760.0
914988581,/video/90284581,Saludo indio,Típico y seductor saludo en Calcuta.,0,38,2,586.0
914988582,/video/90455703,Crónica de la muerte de Paco Uribe,"La vida de un hombre, la muerte de otro.",16,35,8,1710.0
914988583,/video/91228403,Combatiente,"Raúl Guerreiro Miguel es un ex-combatiente argentino, sobreviviente de la guerra de Malvinas cuya lucha cotidiana consiste en llevar adelante una vida apacible, combatiendo los recuerdos que lo atormentan.",38,12,19,343.0
914988584,/video/92445385,AU3 (Autopista Central),"Una autopista jamás construida divide a la Argentina en dos. A partir de la fractura que dejó en Buenos Aires una autopista inconclusa de la dictadura militar, el film de Hartmann va practicando un corte transversal no sólo en la estructura urbana, sino también, y muy particularmente, en su tejido social.",14,38,30,1794.0
914988585,/video/92445384,Los Boys,"Si el breakdance fue un baile de resistencia cultural de Ia comunidad afro en EE.UU., tal vez este documental muestre una continuidad con Ia adolescencia norteña argentina. The Boys Street es un grupo de breakdance reconocido a través de sus presentaciones en el reality show televisivo Talento Argentino, donde llegó a Ia final. Sus integrantes son adolescentes de entre 12 y 18 años oriundos de Palpalá, pueblo del sudeste de la provincia de Jujuy. Sin conocimientos técnicos, el grupo registró con sus propias cámaras de video el proceso de participación en el programa, retratando con crudeza su experiencia como una contracara de Ia formalidad y Ia estetización del reality. Los Boys recupera Ia historia del grupo al mismo tiempo que captura Ia vida cotidiana de sus miembros en Ia actualidad de Palpalá, pueblo que fuera reconocido como “Madre de Ia Industria” a partir de contar con varios parques industriales, pero que fue desmantelado sistemáticamente tras el golpe de Estado y durante las privatizaciones de los ‘90.",39,21,21,718.0
914988586,/video/90487021,La intemperie sin fin,"El film ""Experiencia documental N°3 - Juan L. Ortiz"" (La intemperie sin fin) constituye un trabajo de investigación sobre uno de los más grandes poetas argentinos.",38,12,19,530.0
914988587,/video/90455702,"SMO, el batallón olvidado","Tucumán 1975, un hito de la Historia argentina y el que sería uno de los hechos más trágicos se cruzan: el SMO (Servicio militar obligatorio) y el ""Operativo Independencia"". A través del relato de aquellos jóvenes que hicieron la ""Colimba"" vamos conociendo sus experiencias, desde el día del sorteo hasta los pormenores de la vida en el cuartel y el traslado al Monte. ""SMO, el batallón olvidado"" intenta rescatar del olvido impuesto por la historia oficial, a aquellos jóvenes colimbas que vivieron esos años sangrientos de nuestra historia desde una trinchera en la cual los puso el destino, de forma azarosa, a través de un sorteo. ",9,2,27,13640.0
914988588,/video/90637972,Nosferatu,Versión libre del clásico mudo con música de Fernando Kabusacki y la National Film Chaber Orchestra.,10,27,10,697.0
914988589,/video/90637970,La noche de los feos,Versión libre del cuento de Mario Benedetti con música de Fernando Kabusacki.,10,27,10,1565.0
914988590,/video/90637967,El pibe,Un trío de amores disciplinarios.,15,33,20,2306.0
914988592,/video/92366741,Cabeza de ratón: En la cresta del rock,"Cabeza de Ratón, conductor de un programa de televisión, decide cambiar el formato del mismo convirtiéndolo en un concurso de canto (exclusivamente dirigido a temas de rock rosarino). Por su parte, su ayudante Poyo abandona el programa para convertirse en un alma rebelde buscando su destino como estrella de rock por los reductos rockeros de la ciudad. A lo largo de su camino se encontrará con verdaderas estrellas del rock local como Popono, Coki Debernardi, Sandra Corizzo y el Pájaro Gómez.
",22,20,9,15887.0
914988593,/video/90637973,Cabeza de ratón: Una pinturita de ratón,"En el primer largometraje de Cabeza de Ratón, el carismático conductor que da nombre al film se sumerge en el mundo de los artistas plásticos rosarinos en medio de una historia policial que incluye un gran robo, un viaje iniciático y una tierna historia de amistad.",34,14,11,22552.0
914988594,/video/91049424,¿Conoce usted el mundo animado de Luis Bras?,"Documental animado sobre el pionero de la animación rosarina, con música de Fernando Kabusacki.",3,11,3,800.0
914988595,/video/92899280,Los misterios de Trulalá,"En abril de 2008 Manuel García Ferré – creador de Hijitus - visitó la “Escuela para Animadores” de Rosario, acompañado por los animadores Néstor Córdoba, Jorge Benedetti, Alberto Grisolía, el ingeniero de sonido Francisco Busso y el actor de voces Pelusa Suero. Los animadores independientes de Rosario tuvieron la oportunidad de conversar con ellos e intercambiar experiencias. De ese encuentro, y del contacto y colaboración con distintos admiradores y fans del universo de García Ferré, historiadores de la animación, y colegas dibujantes, nació este documental animado, que homenajea a los artistas que abrieron el camino de la animación en la década del 60.",3,11,3,4741.0
914988596,/video/92417176,El Amor (Primera parte),"La historia de una joven pareja, desde su inicio hasta su conclusión, desde las euforias del enamoramiento hasta los desdibujados y oscuros días finales, es observada con ojo analítico y afán investigador.
\\
¿Cómo y por qué dos personas se enamoran? ¿En qué momento? ¿Cuándo comienzan a ser una pareja? ¿Qué imprevisibles mecanismos ponen en marcha la convivencia? ¿En qué momento secreto las cosas, imperceptibles, comienzan a marchar hacia el final? ¿Cuándo termina una relación, y cuándo debería terminar?
\\
Pedro y Sofía, con su sencilla historia de amor, se convierten en representantes de todos aquellos que, a los veinticinco años, hayan estado enamorados.",11,19,1,1935.0
914988597,/video/93092452,Opus,"En julio de 2002, un productor norteamericano encomienda a Mariano Donoso la realización de un documental sobre el estado de la educación en la provincia de San Juan, en la que ha nacido. El primer día de rodaje, se declara una huelga general de maestros que paraliza el dictado de clases en toda la provincia e, indirectamente, también el film. A partir de ese aciago comienzo, Donoso se embarcará en una extravagante odisea, a veces cómica, a veces trágica, a través del pasado y el presente de la Patria. Las protestas, los reclamos, Sarmiento, el terremoto, la inercia provinciana, la sombra terrible de Buenos Aires y, finalmente, el desierto, aguardan al director en su azaroso derrotero.",18,8,18,1500.0
914988598,/video/93092453,Tekton,"Tres décadas después, el proyecto de la construcción del Centro Cívico de San Juan vuelve a ponerse en marcha y, como si nada hubiera pasado, la maquinaria burocrática parece hermanarse con las grúas y la fuerza humana y el deseo megalómano que semejante empresa supone. Allí, en esa interrupción y esa vuelta a la actividad, en la faraónica recuperación de sueños perdidos y proyectos que de pronto vuelven a cobrar vida –como si fueran zombis arquitektónicos–, allí ve Mariano Donoso una película. Si en su opera prima Opus ya Donoso jugaba con las contradicciones de lo que su provincia quisiera ser y lo que finalmente es, en Tekton esas paradojas se agudizan. Lúcido y crítico, muy lejos de los documentales que siguen un proceso pero sin apartarse del modelo del documental de observación, Donoso hace que la belleza de las imágenes dialogue con unos textos sorprendentes, misteriosos y poéticos que convierten a la imagen y el sonido en dos dimensiones en danza y conflicto, casi como la imaginación y el trabajo, o como las dos etapas del proyecto, o como el lugar diminuto y heroico que le toca ocupar al ser humano ante estas pirámides contemporáneas (BAFICI).
",11,19,1,828.0
914988599,/video/93085731,Radiografía del desierto,"“Radiografía del desierto” pretende ser, por extrapolación, lo que “Radiografía de la pampa” (el libro de 1933 de Ezequiel Martínez Estrada) fue para la zona húmeda y fértil del país. El documental, filmado en los secanos de Lavalle y la precordillera andina, observa a varios personajes y sus oficios relacionados con las zonas más áridas de la provincia de Mendoza: un piloto que se interna en las tormentas estivales, bombardeando las nubes con ioduro de plata para evitar que el granizo dañe los cultivos; un pescador de la laguna del Nihuil que apenas sobrevive en un dique contaminado; una familia de poceros que construye aljibes y pozos de riego en zonas rurales desérticas; y un geógrafo en busca de la travesía de Francisco de Hoces.
",34,14,11,2672.0
914988600,/video/93285475,"Chagas, un mal escondido","Filmado en Argentina, los Estados Unidos, y Europa, este documental es una voz para los que sufren del Mal de Chagas, y para los que buscan una cura para esta enfermedad que afecta a 20 millones de personas en todo el mundo, pero es prácticamente desconocida para el público internacional. Filmar este documental presentó un desafío especial: el Chagas tiene pocos síntomas externos. La enfermedad destruye lentamente los órganos internos de los pacientes, y puede no matarlos por 10 o 20 años. A veces llamado “el SIDA de los pobres”, desde su descubrimiento en 1909 se ha pronosticado que el Chagas desaparecería con la mejora de las condiciones socio-económicas de América Latina. Pero esto no ha sucedido, y la enfermedad sigue existiendo, ayudada por la ignorancia del público, la indiferencia de los gobiernos, y el hecho de que los enfermos son gente humilde y sin acceso a los medios de comunicación.",17,15,23,10551.0
914988601,/video/83809023,Salsipuedes,"Sierras. Árboles. Camping. Una pareja en una carpa. Les ha tocado un día soleado y por suerte no hay demasiados turistas. Enseguida, signos de que esa pareja no es pareja, de que no hay igualdad. El hombre ejerce más poder. La mujer está atrapada. De la violencia vemos los rastros, los detalles, que son constantes: los vemos en tiempo de vacaciones y los suponemos en la vida cotidiana. Carmen y Rafa son la encarnación de un (otro) fracaso social institucionalizado. ",27,30,6,86367.0
914988602,/video/92417175,Constitución,"Constitución, un barrio marginal de la ciudad de Buenos Aires, es retratado a partir de personajes que llegaron desde puntos muy diversos como atraídos por una fuerza magnética. Los lugares de encuentro son peluquerías dominicanas y un gimnasio de boxeo ubicado debajo de la estación de trenes. En este subsuelo conviven diariamente, entrenadores, amateurs y profesionales. A unas cuadras, una nueva ola de inmigrantes dominicanos pobló el barrio de peluquerías. Y entre tijeras, ruleros y cortes meticulosos comparten sus costumbres y nostalgias por la tierra natal. En esta mezcla de oficios y sueños, los personajes, construyen día tras día su identidad.",37,7,25,9458.0
914988603,/video/85612642,Yo y Maru 2012,"“La posibilidad de escribir cartas tiene que haber traído al mundo una terrible perturbación de las almas. Porque es una relación con fantasmas – y no solo con el fantasma del destinatario, sino también con el propio. ¡A quien se le ocurrió que la gente puede mantener relaciones por correspondencia!”
Carta de Franz Kafka a Milena Jesenska, 1920.
",32,31,13,2600.0
914988604,/video/96602793,Dos experiencias en el bosque,"Les juro que esto que voy a contarles es absolutamente verdad: un gorrión atrevido, una chica que fuma cigarros, un bosque y Julián, en enero en Buenos Aires.",15,33,20,2641.0
914988605,/video/92336812,Lo-Fi,¿Cómo suenan los viajes de entrecasa?,14,38,2,3663.0
914988606,/video/92288576,Verano,"Cinco jóvenes desafiantes se juntan en un patio cerrado. Del silencio que emana la siesta se desprenden los acordes de una banda de rock. Inmutables, tocan mientras el tiempo se desdobla y pierde la estabilidad del presente.",10,27,10,14284.0
914988607,/video/98100726,Un día y todos los días,Un día tedioso en el campo. Un día de caos en la ciudad. La relación entre ambas historias se complejiza a medida que la imagen y el sonido comienzan a divergir.,27,30,6,9936.0
914988612,/video/76041944,Extrañas escenas,"Mi abuela, mi madre y mi hermana. Mi historia familiar contada a través de la relación de estas tres mujeres. Lo más cotidiano de la vida de las protagonistas me lleva a descubrir en pequeños detalles la existencia de mi propia personalidad. La vida de estas mujeres a través de los ojos de mi cámara de video. Esta familia como representación de tantas otras historias familiares.",16,35,8,5168.0
914988613,/video/99071597,No quiero volver a casa,"Esta es la historia de dos familias atravesadas por un asesinato. La familia de Rubén, un joven de 25 años sin ningún objetivo, y la de Ricardo, un empresario decadente con problemas irreconciliables con su socio y cuñado. Susana, una prostituta, será el vínculo entre estas dos familias. Un estudio sobre las relaciones de un grupo de personajes reconocibles que vagan por una ciudad que los aliena y los endurece.",22,20,9,25248.0
914988611,/video/99388664,Canción de amor,"“Podría pensarse que la gente ya está cansada de tontas canciones de amor / pero miro alrededor y veo que no es así”, cantaba Paul Mccartney. Y esos versos parecen guiar la cámara de Karin Idelson en esta exploración de, por llamarlas de algún modo, las “aplicaciones populares” de las canciones románticas. Cumbia, soft-rock, reggaeton, pop, boleros, hits de los ‘80 y de antes también: la música está en el aire de la ciudad, y canción de amor la atrapa en los lugares donde está tan naturalizada que casi no le prestamos atención pero también, y especialmente, en los más ocultos o insólitos. (BAFICI)",35,24,15,2263.0
914988608,/video/99083761,Los rubios,"Albertina Carri utiliza la cámara para revelar los hechos basados en la vida emocional de sus padres, desaparecidos y asesinados como víctimas de la última y brutal dictadura Argentina. Atacando los engaños de la memoria, Carri consigue testimonios de antiguos compañeros, viejas fotografías, una actriz que encarna el rol de la directora, simpáticos muñecos playmobil y sus propias fantasías. De esta manera, su equipo y ella se embarcan en una búsqueda a través de la geografía e historia de Buenos Aires, tratando de conseguir un profundo entendimiento acerca de lo acontecido. A medida que se develan datos de los padres de Carri, desde los más idealizados hasta aquellos más mundanos, emergen coloridas perspectivas que también se rodean de ciertos conflictos.
¿Quiénes fueron los Carri, cómo desaparecieron? ¿Rubios, morochos, altos, padres, revolucionarios, hijos, activistas, héroes o una ficción del que recuerda? Impregnado por el mito de los desaparecidos, el retrato de esta familia pasa por el prisma de cada persona que evoca, de cada imagen del pasado, de cada foto descolorida por el tiempo o la memoria.",32,31,13,6594.0
914988610,/video/99361876,Cinco,"Cinco historias de temática sexual dirigidas por cinco directores jóvenes:
Un hombre conoce a una adolescente en la estación de buses y mantienen una conversación sexual que conllevará a un clima perturbador. 
Un adolescente descubrirá el interés que le despierta el novio de su hermana, mientras éstos se encuentran descansando en la cucheta de abajo.
Virginia y Pablo fueron amantes; ella sigue enamorada pero él no es más el hombre que ella conoció. 
Un argentino viviendo en EEUU añora su vida sexual en Bs As estimulado por fotos de chicas argentinas en Internet. 
Por último, asistimos a las fantasías sexuales de un oficinista rutinario y gris.
",38,12,19,1084.0
914988614,/video/99061391,La casa,"Un cuento de Mario Levrero y una casa mítica en el Delta del Paraná (Tigre - Argentina) conspiran para dar forma a este film, como dos piezas que se complementan aunque sin guardar necesariamente una total sincronía.
La voz en off se convierte en el hilo conductor de una historia surreal, fantástica, sobre extraños sucesos ocurridos en una casa abandonada. La acción remarcada con la presencia única de insectos, sombras, reflejos y lluvia, propone escenarios para los espacios descritos en el relato e invita a recrear los personajes y hechos allí narrados.
 ",31,28,35,4117.0
914988615,/video/99361928,Abyalí,"En la capital de Camerún, Yaundé, un laberinto urbano construido en cemento y tierra, siete jóvenes músicos dedican su viva a un sueño: dar a luz a Abyali Percusión. Un proyecto musical que tiene como objetivo rescatar del olvido los ritmos tradicionales, para que no sé pierdan, y difundirlos por el mundo. 
Ellos aspiran a poder vivir de su pasión en un país donde la industria discográfica es inexistente y donde las salas de espectáculo escasean. Dentro de este panorama desolador, luego de 2 años de intenso trabajo, enfrentando graves dificultades económicas, una posibilidad se presentan en el horizonte, el festival de danza y percusión Abok I N’goma. 
La tensión aumenta en el grupo a medida que la fecha se acerca; roces internos, molestias con su mentor, el maestro Amadou Kienou, pero ellos saben que solo pueden seguir trabajando, porque solo el trabajo paga. Abyali es una visión del África urbana contemporánea narrada a golpes de tambores, los mismos golpes que alimentan el sueño de Abyali Percusión.
",3,11,3,1289.0
914988616,/video/100113369,Los Planetas,Una mujer que llega a transformar la ciudad. Dos amigos ahora enemistados para siempre. Un hombre que invade departamentos para filmar mujeres desde lo lejos. Un escritor que plagia libros y una traductora que lo descubre. Una epidemia de OVNIS en un verano insoportable.,2,37,22,138.0
914988617,/video/100854272,Primera sangre,En Argentina ningún maquinista de tren concluye sus años de servicio sin atropellar o dar muerte a alguien.,35,24,15,1041.0
914988618,/video/100665671,Constitución,"No hay afuera y no hay adentros. Las fronteras no existen. Constitución es una ráfaga intensiva que no busca sujetos ni formas, sino velocidades y lentitudes. Inmanencia. Distribuyendo los afectos, las intensidades, no hay diferencia en lo artificial de lo natural, ya que lo importante es saber de qué es capaz un cuerpo, produciendo un modo de vivir.",5,9,31,614.0
914988619,/video/100665672,Desierto,"Los lugares vacíos. La infancia perdida. Los árboles ligeros. Los jardines abandonados. El movimiento sin movimiento. Un desierto que interpela, nos hace pensar en donde estamos. Y por qué estamos así de solos. Como diría E. Cioran, uno entregaría cualquier paisaje con tal de volver al paisaje de nuestra infancia.",39,21,21,717.0
914988620,/video/100665673,Empiria,"Así estaba el cielo en el comienzo del mundo. Los amaneceres, todos, eran nuestros. Ahora pierdo mi naturaleza. La desesperanza se hace fuego. Cuando me recuerdes, ambos estaremos lejos. Sí, tendríamos que haber detenido el tiempo para igualarnos.",19,26,4,448.0
914988621,/video/99537528,Lost Alamo,"Los Alamos es una banda fundada en 2004 por Peter López y Ezequiel Safatle. Su particular sonido (autobautizado como “narco-country”) se debe a la melomanía de sus integrantes y a la variedad de la música que los inspira e influye. Desde el hardcore hasta la canción tradicional norteamericana, pasando por el blues, el dub y el punk, entre otros sub-géneros del rock´n roll.

Lost Alamo retrata el devenir de la banda durante un período de incertidumbre. Tras la partida de Peter (líder y cantante) a Marsella, el conjunto se muestra inactivo durante un año. En agosto de 2009, con motivo de su regreso al país, Los Alamos salen a girar por Argentina y Chile, realizando nueve conciertos en un mes. Luego de ese tour, su futuro se mantendrá incierto.
",1,5,24,372.0
914988622,/video/103065433,Los resistentes,"Relatos de protagonistas de la lucha clandestina llamada resistencia peronista, entre 1955 y 1965.
Primero los bombardeos a la población civil de Buenos Aires el 16 de junio y luego el golpe militar del 16 de septiembre de 1955, impulsan a trabajadores, trabajadoras y gente del pueblo a salir en defensa del gobierno de Perón.
Allí nace la “anormal, desmesurada, alucinada odisea de la Resistencia”, la lucha clandestina contra una sangrienta dictadura autodenominada “Revolución Libertadora” y rebautizada como “Fusiladora”.
Hoy, esos mismos hombres y mujeres con más de 70 años, recuerdan su lucha, y se reivindican aún como resistentes.",26,22,17,951.0
914988623,/video/103065246,Return to Bolivia,"Una familia de inmigrantes bolivianos radicados en Argentina atiende una verdulería en un barrio de la Ciudad de Buenos Aires. Con el propósito de conseguir empleados para su negocio viajan a Bolivia luego de ocho años de ausencia. Durante el viaje van encontrándose con sus familiares, sus amigos y sus tradiciones abandonadas. Pero todo ha cambiado y Bolivia tampoco parece ser ya su lugar. Este documental de autor intenta una mirada subjetiva al tema de la inmigración, permitiendo que los protagonistas sean quienes llevan adelante la historia.",8,16,5,9641.0
914988624,/video/103082656,Hotel Virreyes,"Cada ciudad tiene un hotel icónico, y en México este sería el Hotel Virreyes, situado en la intersección de dos de las avenidas más transitadas del mundo, frente a una iglesia y una fuente de la época colonial española. Inaugurado en 1947 como uno de los grandes hoteles de lujo de la ciudad, El Virreyes poco a poco fue decayendo en un ambiente bohemio. Hoy, es la casa de una familia internacional de artistas, estudiantes, y refugiados políticos. Ellos no solo están de paso, sino que viven aquí. Algunos durante años. 
El documental “Hotel Virreyes” es un retrato íntimo de la vida y los personajes dentro de este clásico hotel del Centro Histórico de la ciudad de México.
",8,16,5,3512.0
914988625,/video/103082655,Espejo para cuando me pruebe el smoking,"El 20 de diciembre de 2001, un escultor recoge cápsulas de gas lacrimógeno, cartuchos de escopeta, balas de goma, piedras que arrojan los manifestantes y con ellos inicia la construcción de una obra.",34,14,11,1192.0
914988626,/video/103462556,8 escalas: Julio Bocca,"Durante su gira por Argentina, Colombia, Cuba, Italia, Perú, Estados Unidos y Chile el bailarín Julio Bocca hace un racconto de su carrera.",19,26,4,63.0
914988627,/video/104069817,Los caminos que esperan,"Lucio tiene 10 años y vive en el campo con sus padres. Juega solitario por el monte y graba con un viejo radiograbador los sonidos de la naturaleza. Sueña con irse a la ciudad cuando sea grande y trabajar en la televisión. De hecho, éste es el único medio que lo conecta con esa otra parte del mundo que ansía descubrir. Un día llegan por accidente a su casa dos sujetos que vienen de la ciudad, uno de ellos se llama Carlos, tiene 30 años y trabaja en la televisión. Este será un día muy importante para Lucio.",32,31,13,38.0
